row ID,row m/z,row retention time,Component Index,Library ID,Sub-network linkout,F2_m_stom_GC6_01_56499.mzXML Peak area,F1_m_HG_GE4_01_56517.mzXML Peak area,F3_m_HG_GG1_01_56540.mzXML Peak area,F4_m_HG.3_GF3_01_56526.mzXML Peak area,F2_m_HG_GE5_01_56518.mzXML Peak area,F3_m_stom_GA2_01_56475.mzXML Peak area,F3_m_PC_RD5_01_56563.mzXML Peak area,F1_m_GI_GF6_01_56529.mzXML Peak area,F4_m_GI.1_GF7_01_56530.mzXML Peak area,F2_m_GI_GE7_01_56520.mzXML Peak area,F5_m_HG.3_GH1_01_56550.mzXML Peak area,F5_m_GI.2_GC5_01_56498.mzXML Peak area,F4_m_HG.2_GA4_01_56477.mzXML Peak area,F4_m_stom_GH6_01_56555.mzXML Peak area,F4_m_HG.1_GC1_01_56494.mzXML Peak area,F4_m_GI.4_GD7_01_56510.mzXML Peak area,F4_m_GI.2_GE2_01_56515.mzXML Peak area,F4_m_GI.3_GF2_01_56525.mzXML Peak area,F1_m_PC_RE6_01_56564.mzXML Peak area,F3_m_GI_GH4_01_56553.mzXML Peak area,F2_m_PC_RD3_01_56561.mzXML Peak area,F6_m_HG.1_GB1_01_56484.mzXML Peak area,F5_m_HG.1_GB2_01_56485.mzXML Peak area,F6_m_HG.2_GA3_01_56476.mzXML Peak area,F5_m_GI.4_GC4_01_56497.mzXML Peak area,F5_m_HG.2_GE3_01_56516.mzXML Peak area,F5_m_PC_RD4_01_56562.mzXML Peak area,F5_m_GI.3_GH2_01_56551.mzXML Peak area,F6_m_GI.4_GG3_01_56542.mzXML Peak area,F6_m_GI.1_GA8_01_56481.mzXML Peak area,F6_m_HG.3_GD1_01_56504.mzXML Peak area,F7_m_stom_GC7_01_56500.mzXML Peak area,F7_m_HG.1_GG7_01_56546.mzXML Peak area,F6_m_stom_GH5_01_56554.mzXML Peak area,F6_m_GI.3_GB3_01_56486.mzXML Peak area,F7_m_HG.3_GF1_01_56524.mzXML Peak area,F4_m_PC_RB7_01_56560.mzXML Peak area,F7_m_GI.2_GD2_01_56505.mzXML Peak area,F1_m_stom_GG4_01_56543.mzXML Peak area,F6_m_GI.3_GA7_01_56480.mzXML Peak area,F5_m_GI.1_GD6_01_56509.mzXML Peak area,extraction_blank_GF9_01_56535.mzXML Peak area,extraction_blank_GA9_01_56482.mzXML Peak area,extraction_blank_GC9_01_56502.mzXML Peak area,F8_m_stom_GA1_01_56474.mzXML Peak area,F8_m_GI.4_GA6_01_56479.mzXML Peak area,F8_m_HG.2_GH3_01_56552.mzXML Peak area,F7_m_HG.2_GE1_01_56514.mzXML Peak area,F8_m_GI.2_GG2_01_56541.mzXML Peak area,F5_m_stom_GG6_01_56545.mzXML Peak area,F6_m_PC_RB6_01_56559.mzXML Peak area,extraction_blank_GG9_01_56547.mzXML Peak area,extraction_blank_GD9_01_56512.mzXML Peak area,extraction_blank_GE9_01_56522.mzXML Peak area,extraction_blank_GF9_01_56531.mzXML Peak area,extraction_blank_GF9_01_56539.mzXML Peak area,extraction_blank_GB9_01_56492.mzXML Peak area,extraction_blank_GH9_01_56557.mzXML Peak area,F6_m_GI.2_GH7_01_56556.mzXML Peak area,F7_m_GI.1_GC2_01_56495.mzXML Peak area,F7_m_GI.4_GB5_01_56488.mzXML Peak area,F7_m_GI.3_GG5_01_56544.mzXML Peak area,extraction_blank_GH9_01_56575.mzXML Peak area,extraction_blank_GH9_01_56567.mzXML Peak area,G2_ST_M_GA9_01_56593.mzXML Peak area,G3_G3_M_GG11_01_56713.mzXML Peak area,F8_m_HG.1_GC3_01_56496.mzXML Peak area,G3_ST_M_GH9_01_56726.mzXML Peak area,G1_PC_M_RD9_01_56665.mzXML Peak area,G3_G2_M_GF10_01_56697.mzXML Peak area,F8_m_HG.3_GB4_01_56487.mzXML Peak area,F7_m_PC_RF5_01_56566.mzXML Peak area,F8_m_GI.1_GA5_01_56478.mzXML Peak area,M3_ST_M_GA7_01_56591.mzXML Peak area,M3_G3_M_GG10_01_56712.mzXML Peak area,G1_G2_M_GC8_01_56738.mzXML Peak area,M1_G3_M_GG8_01_56710.mzXML Peak area,M2_HG_M_GE8_01_56765.mzXML Peak area,G1_ST_M_GH7_01_56724.mzXML Peak area,G1_G1_M_GF8_01_56695.mzXML Peak area,G4_ST_M_GC11_01_56746.mzXML Peak area,G5_HG_M_GE7_01_56764.mzXML Peak area,G3_G1_M_GF7_01_56694.mzXML Peak area,F8_m_PC_RF4_01_56565.mzXML Peak area,M5_ST_M_GF1_01_56686.mzXML Peak area,M5_HG_M_GG2_01_56702.mzXML Peak area,M4_ST_M_GD11_01_56667.mzXML Peak area,M4_G2_M_GB5_01_56602.mzXML Peak area,M4_G3_M_GE3_01_56777.mzXML Peak area,M4_HG_M_GC2_01_56734.mzXML Peak area,G1_HG_M_GF6_01_56693.mzXML Peak area,S1_G3_M_GD6_01_56662.mzXML Peak area,G4_G1_M_GH11_01_56728.mzXML Peak area,G3_PC_M_RD7_01_56663.mzXML Peak area,G2_G1_M_GE10_01_56767.mzXML Peak area,S3_G3_M_RF4_01_56689.mzXML Peak area,S2_ST_M_GG3_01_56703.mzXML Peak area,S1_ST_M_GC5_01_56737.mzXML Peak area,S2_G3_M_GH3_01_56718.mzXML Peak area,S1_PC_M_RB2_01_56599.mzXML Peak area,S1_HG_M_GE4_01_56759.mzXML Peak area,S1_G2_M_GG4_01_56704.mzXML Peak area,M5_PC_M_RG5_01_56705.mzXML Peak area,M3_PC_M_RH8_01_56725.mzXML Peak area,M1_G1_M_GH10_01_56727.mzXML Peak area,G5_G1_M_GB9_01_56773.mzXML Peak area,S3_ST_M_GD4_01_56752.mzXML Peak area,S2_HG_M_GB3_01_56600.mzXML Peak area,S3_PC_M_RA5_01_56587.mzXML Peak area,S2_G2_M_GA6_01_56590.mzXML Peak area,S3_HG_M_GF2_01_56687.mzXML Peak area,S2_PC_M_RE2_01_56757.mzXML Peak area,M5_G2_M_GH2_01_56717.mzXML Peak area,M5_G3_M_GE5_01_56760.mzXML Peak area,M5_G1_M_GG1_01_56701.mzXML Peak area,S1_G1_M_GB6_01_56605.mzXML Peak area,S5_ST_M_GA1_01_56583.mzXML Peak area,S4_ST_M_GC1_01_56739.mzXML Peak area,S5_G3_M_RD5_01_56753.mzXML Peak area,S6_G1_M_RD3_01_56751.mzXML Peak area,S4_PC_M_RH5_01_56720.mzXML Peak area,S4_HG_M_GH4_01_56719.mzXML Peak area,S3_G2_M_2_GD2_01_56776.mzXML Peak area,S4_G3_M_GF5_01_56690.mzXML Peak area,S3_G1_M_GH1_01_56716.mzXML Peak area,S2_G1_M_GA3_01_56585.mzXML Peak area,S6_ST_M_GB1_01_56598.mzXML Peak area,G5_ST_M_GD10_01_56666.mzXML Peak area,W1_ST_M_GB7_01_56606.mzXML Peak area,W3_ST_M_GE9_01_56766.mzXML Peak area,S6_PC_M_RA4_01_56586.mzXML Peak area,W1_HG_M_GC7_01_56743.mzXML Peak area,S5_PC_M_2_RD1_01_56749.mzXML Peak area,S4_G2_M_GC3_01_56735.mzXML Peak area,S5_HG_M_GA2_01_56584.mzXML Peak area,S5_G2_M_GF3_01_56688.mzXML Peak area,S5_G1_M_GC6_01_56742.mzXML Peak area,extraction_blank_GB12_01_56604.mzXML Peak area,extraction_blank_GA12_01_56589.mzXML Peak area,extraction_blank_GC12_01_56741.mzXML Peak area,W5_ST_M_GH6_01_56723.mzXML Peak area,W4_ST_M_GG9_01_56711.mzXML Peak area,S6_G2_M_GC4_01_56736.mzXML Peak area,W2_G3_M_GF11_01_56698.mzXML Peak area,W2_G2_M_GA10_01_56594.mzXML Peak area,S6_G3_M_GE6_01_56763.mzXML Peak area,S6_HG_M_GE1_01_56756.mzXML Peak area,S4_G1_M_GB4_01_56601.mzXML Peak area,extraction_blank_GD12_01_56669.mzXML Peak area,extraction_blank_GF12_01_56700.mzXML Peak area,extraction_blank_GH12_01_56722.mzXML Peak area,extraction_blank_GA12_01_56597.mzXML Peak area,extraction_blank_GD12_01_56755.mzXML Peak area,W3_HG_M_GE11_01_56683.mzXML Peak area,W2_G1_M_GA8_01_56592.mzXML Peak area,W5_G1_M_GF9_01_56696.mzXML Peak area,W3_G3_M_GC10_01_56745.mzXML Peak area,W4_PC_M_RG7_01_56709.mzXML Peak area,W2_PC_M_RB8_01_56607.mzXML Peak area,extraction_blank_GE12_01_56685.mzXML Peak area,extraction_blank_GG12_01_56715.mzXML Peak area,extraction_blank_GF12_01_56692.mzXML Peak area,extraction_blank_GE12_01_56762.mzXML Peak area,extraction_blank_GG12_01_56707.mzXML Peak area,extraction_blank_GC12_01_56748.mzXML Peak area,W5_PC_M_RG6_01_56708.mzXML Peak area,extraction_blank_GH12_01_56730.mzXML Peak area,M1_ST_M_GG2_01_56829.mzXML Peak area,G1_G3_M_GB4_01_56796.mzXML Peak area,M2_G3_M_GD5_01_56814.mzXML Peak area,G2_HG_M_GC5_01_56804.mzXML Peak area,G4_G3_M_GF3_01_56824.mzXML Peak area,W4_G2_M_GD8_01_56664.mzXML Peak area,W3_PC_M_RC9_01_56744.mzXML Peak area,W5_G2_M_GA11_01_56595.mzXML Peak area,W4_G1_M_GB10_01_56774.mzXML Peak area,M2_ST_M_GA4_01_56786.mzXML Peak area,G5_G3_M_GD4_01_56810.mzXML Peak area,G4_G2_M_GH4_01_56837.mzXML Peak area,G5_G2_M_GG1_01_56828.mzXML Peak area,G2_G3_M_GD1_01_56807.mzXML Peak area,G2_G2_M_GG4_01_56831.mzXML Peak area,G4_HG_M_GA5_01_56787.mzXML Peak area,G3_HG_M_GE4_01_56818.mzXML Peak area,G2_PC_M_GA2_01_56784.mzXML Peak area,W3_G2_M_GB11_01_56775.mzXML Peak area,G4_PC_M_GA3_01_56785.mzXML Peak area,extraction_blank_GC6_01_56806.mzXML Peak area,M1_G2_M_GD3_01_56809.mzXML Peak area,W2_ST_M_GB2_01_56794.mzXML Peak area,M3_G2_M_GA1_01_56783.mzXML Peak area,W1_G3_M_GH2_01_56835.mzXML Peak area,M3_HG_M_GC4_01_56803.mzXML Peak area,M1_HG_M_GF4_01_56825.mzXML Peak area,M2_PC_M_GE3_01_56817.mzXML Peak area,M2_G2_M_GD2_01_56808.mzXML Peak area,M1_PC_M_GF2_01_56823.mzXML Peak area,M3_G1_M_GC2_01_56801.mzXML Peak area,extraction_blank_GG5_01_56833.mzXML Peak area,extraction_blank_GB6_01_56799.mzXML Peak area,extraction_blank_GH5_01_56838.mzXML Peak area,extraction_blank_GF5_01_56827.mzXML Peak area,extraction_blank_GD6_01_56813.mzXML Peak area,W1_PC_M_GE5_01_56819.mzXML Peak area,M4_PC_M_GH3_01_56836.mzXML Peak area,W2_HG_M_GB1_01_56793.mzXML Peak area,M4_G1_M_GE1_01_56815.mzXML Peak area,W1_G2_M_GG3_01_56830.mzXML Peak area,extraction_blank_GE6_01_56821.mzXML Peak area,W5_HG_M_GH1_01_56834.mzXML Peak area,M2_G1_M_GE2_01_56816.mzXML Peak area,W4_HG_M_GB3_01_56795.mzXML Peak area,W5_G3_M_GF1_01_56822.mzXML Peak area,W1_G1_M_GC1_01_56800.mzXML Peak area,W3_G1_M_GC3_01_56802.mzXML Peak area,W4_G3_M_GB5_01_56797.mzXML Peak area
2,205.0687829,0.630239744,-1,N/A,This Node is a Singleton,792990.6455,0,0,0,0,0,0,0,0,855702.5625,87789.9615,0,0,474610.8565,0,0,0,0,0,0,0,0,187960.8825,0,122376.55,142695.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069778.36,882536.407,0,0,0,6054291.173,0,0,3357932.744,0,1529358.8,0,210955.5835,4813564.069,0,0,0,0,553608.495,2527760.829,952775.6975,0,0,3750281.518,191115.6785,0,6502151.966,0,3103889.914,2746462.877,826368.719,0,0,0,0,0,0,2383743.631,0,0,1768271.603,0,0,0,0,591896.261,2694403.32,0,446642.627,0,0,1980385.603,0,0,0,0,0,0,1600515.11,2908155.989,0,0,0,0,0,0,0,0,0,0,0,177788.679,0,0,0,0,0,0,5256823.419,806856.172,0,0,0,0,0,0,0,0,0,0,0,0,2405302.094,0,0,0,0,0,0,0,0,210087.243,0,0,0,0,0,0,0,0,398219.706,0,0,0,0,0,0,447461.546,1596498.937,0
4,128.0188277,0.7430875,-1,N/A,This Node is a Singleton,755306.7765,0,1052915.639,0,214957.548,0,32980.7165,0,0,0,534385.0125,0,0,561257.3895,0,0,0,171344.7505,0,53935.02,0,1210127.424,0,1129106.403,0,0,64277.9945,0,1317847.741,678421.44,1377366.5,601912.423,256067.3365,625227.895,1230098.108,561209.634,30548.895,0,0,0,0,0,0,0,0,0,362031.209,464130.331,59730.5945,597594.3585,0,0,0,0,0,0,0,0,518555.7515,0,136847.971,0,0,0,1429610.19,219974.0825,283707.2905,0,87121.407,375062.0765,0,0,0,570020.6525,59428.702,287251.6095,123052.4145,353169.7465,2261904.409,534898.929,0,443541.766,170517.507,0,1406088.911,525889.863,673611.315,0,92926.2725,470517.236,183791.9565,147382.876,133540.5445,67490.8255,354531.64,0,1902896.089,0,67307.744,80501.406,131677.2785,0,112076.7665,0,0,0,0,101211.0995,59197.563,0,220900.987,88722.488,146634.163,141484.665,95291.3745,0,633940.381,0,84710.948,0,82175.994,190697.269,0,175176.475,0,0,768303.0205,0,527937.231,1827952.453,0,0,96575.9155,0,0,0,0,0,0,0,1394190.489,0,61187.538,553551.3555,374676.1785,136206.038,216054.0065,0,0,0,0,0,0,656919.1465,89725.422,122435.848,129758.717,95949.9385,77168.6825,0,0,0,0,0,0,213585.2665,0,998938.697,162935.6805,93552.8605,0,96154.777,182004.547,107428.022,0,0,0,172591.038,550245.703,164970.4205,236583.32,564603.9555,513037.6435,0,100860.896,247384.439,100800.6,0,0,1477648.55,0,1070886.081,175560.0355,371788.82,111241.438,143243.1905,106361.6235,0,0,0,0,0,0,79108.5605,104023.5875,1899739.559,0,649317.5485,0,455007.4315,133691.609,770201.067,132887.2665,161780.1175,0,258335.856
5,110.0076797,0.68585902,-1,N/A,This Node is a Singleton,539216.0725,0,836767.4105,0,115743.249,0,0,0,0,0,0,0,0,392367.067,0,0,0,0,0,66867.9155,0,927684.0155,0,865836.322,0,0,0,0,1015757.66,492485.843,1011790.81,0,189344.852,468313.594,924277.5055,394997.242,0,0,0,0,0,0,0,0,0,0,257826.8935,311043.278,41437.119,0,0,0,0,0,0,0,0,0,381287.1175,0,0,0,0,0,947877.8375,107740.264,189444.8475,1851767.64,0,194281.6265,0,0,0,56040.9355,0,185278.316,0,203766.3545,1532641.082,331373.512,0,359050.1125,143227.708,0,958207.7415,371154.2435,483342.8185,0,0,312104.5025,108782.6355,0,84487.301,0,252185.496,0,1358677.885,0,0,0,0,0,0,0,0,0,1518485.726,55454.377,0,0,67143.1185,0,154932.796,160646.7235,59854.017,0,0,0,0,0,0,100002.763,0,52397.1355,0,0,520006.9775,0,372022.3765,1205431.07,0,0,0,0,0,0,0,0,0,0,936648.4895,0,0,806413.97,176060.638,79614.7415,127671.4035,0,0,0,0,0,0,258481.716,0,77071.484,243600.5865,0,0,0,0,0,0,0,0,106409.9765,0,620859.4605,97754.421,0,1183719.881,0,80048.81,36278.798,0,0,42305.975,118041.12,205910.7065,147525.49,357399.499,499795.0215,501368.3315,937021.153,0,83163.2515,0,0,0,877894.602,0,709073.178,104595.8225,195959.5725,0,91940.7175,0,0,0,0,0,0,0,0,0,1056728.132,0,358964.1345,0,238175.5635,74743.4325,488890.6815,53484.2235,190514.109,0,161262.7845
6,236.1495033,0.633580952,-1,N/A,This Node is a Singleton,438447.168,0,0,0,0,0,0,662138.7965,350229.5295,1011734.207,0,0,0,0,0,0,372831.2555,0,0,294689.7535,72022.856,0,0,0,0,0,0,0,0,489457.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431483.4975,0,0,0,0,0,0,0,0,0,155991.104,540384.1575,0,221350.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466038.7865,0,0,0,0,0,0,0,0,109716.74,0,660785.0435,104513.7495,0,0,0,0,0,0,1815240.337,0,722973.758,0,0,223367.334,4688922.078,0,28965.4785,0,0,1252615.244,0,222483.878,3741183.384,0,170631.247,156399.406,446490.49,125647.633,2285124.609,0,0,0,2246664.595,0,0,3505561.132,295929.539,2408723.865,1922021.409,745966.84,0,0,107709.884,0,0,322196.18,5728008.049,0,3235182.542,3285508.795,0,0,0,0,83617.2955,4800505.791,0,432448.5325,226836.617,96900.09,3011726.304,0,0,0,0,0,0,1252562.738,2085162.791,81252.6515,52910.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631959.609,441212.1465,0,0,0,0,0,0,0,0,0,195023.6005,0,0,0,0,0,0,0,0,0,0,0,232990.6755,0,0,0,0,0,0,62963.4625,0,480794.5705,0,0,0,0,0,0,0,0,0
8,162.1124163,0.607984848,-1,N/A,This Node is a Singleton,276437.7045,0,114301.0655,0,0,136756.6085,154900.6045,670263.1295,329479.821,292127.9815,0,0,0,0,0,0,392242.7705,342056.9775,100645.7535,209694.651,136411.217,0,0,0,0,0,112716.8555,0,0,310311.5735,0,0,76340.221,0,0,0,0,141585.1465,132153.718,330808.1625,201957.345,0,0,0,0,0,0,0,404823.011,0,207910.9005,0,0,0,0,0,0,0,515437.3505,0,432831.583,247740.876,0,0,0,59033.0415,0,0,0,75974.2355,0,270890.108,284118.2265,0,0,149089.563,0,0,0,0,0,0,0,206875.13,0,0,0,284951.2635,0,184575.617,0,0,49265.5935,0,295718.8765,0,0,0,566160.988,0,0,157051.225,144687.3345,0,131278.8135,0,271304.9985,342444.973,0,133267.4465,0,580781.761,177494.429,287816.5305,0,0,0,276597.448,365681.34,167110.4815,180707.6835,0,201518.8115,559306.0475,186011.569,116409.667,0,0,0,289135.5095,310235.522,56297.6365,0,0,0,268452.695,220414.6015,0,0,0,128642.8405,196122.4705,405785.8295,262485.976,627225.488,397528.49,391749.887,0,0,0,0,0,0,49520.7695,378564.8745,349194.434,117144.913,0,218952.822,0,0,0,0,0,0,175975.4385,0,0,0,0,0,0,401724.4405,271290.7495,744926.499,491040.959,0,0,0,0,621150.76,212107.0545,0,0,684650.7905,776264.6485,0,0,192169.79,0,0,0,0,0,0,52832.275,0,0,0,0,0,0,0,0,0,50111.104,0,289674.6665,0,133023.855,96147.1995,0,556871.265,215520.17,785734.325,164117.4015
9,204.1264677,0.72278125,-1,N/A,This Node is a Singleton,180651.234,0,0,78051.8265,0,0,141879.6205,0,0,92493.228,0,0,0,0,89764.561,0,0,0,0,33005.986,87232.9605,0,0,0,0,0,333847.3745,0,0,0,0,0,0,0,0,0,0,0,0,465099.9625,0,0,0,0,0,107592.9885,0,0,0,0,61685.8205,0,0,0,0,0,0,0,369737.1255,0,0,55291.482,0,0,0,0,0,0,0,0,0,1151375.423,0,0,38993.2425,60163.7235,0,0,0,0,0,0,0,654233.011,0,0,0,0,0,0,0,0,0,398673.5615,317658.89,0,0,0,0,146503.4285,14991.567,0,159555.1135,0,0,340743.6415,0,0,0,0,0,1518710.203,0,0,0,0,0,0,0,0,0,0,0,620561.6645,0,0,0,0,0,0,393534.138,50365.163,0,0,0,0,0,0,0,0,0,0,0,43730.328,43453.996,0,0,0,0,0,0,0,0,0,0,87340.969,0,753702.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496052.878,372399.429,0,0,0,0,0,0,0,0,1997383.547,1597594.849,137435.936,0,0,0,0,0,0,0,201813.5185,0,497159.7415,0,0,0,0,0,0,0,0,0,0,0,0,0,107507.205,0,0,0,0,276364.5365
11,144.1018272,0.607142593,-1,N/A,This Node is a Singleton,243336.5965,0,141611.0145,605277.8515,612486.254,0,0,540415.995,412303.5405,291907.474,0,0,290176.3005,184031.0045,629071.1545,0,259895.851,276406.4545,76211.2625,125686.5775,0,0,150616.204,235452.2405,0,0,0,0,0,110686.605,0,0,536167.387,85870.5525,254149.0015,711307.4515,158974.5255,284095.598,136552.566,377083.4455,380985.617,0,0,0,0,377126.435,694925.2115,0,232360.0425,0,334831.8785,0,0,0,0,0,0,0,359432.3025,263265.4985,890240.8605,673881.104,0,0,0,0,0,0,0,0,0,437523.3235,0,0,0,0,0,437845.154,0,0,0,0,0,0,0,251920.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190078.9205,0,0,0,0,0,0,0,0,0,0,207820.7095,489594.932,0,335393.5385,368107.065,0,54476.076,0,0,0,0,0,0,375990.703,282322.8685,383299.325,0,128132.3795,157152.8175,0,0,0,0,0,0,236930.4485,0,0,0,0,0,0,0,69683.686,569612.8315,306372.897,0,0,0,0,0,0,0,335448.1295,0,0,0,0,0,115262.244,28096.533,321485.859,527486.983,0,0,0,0,0,0,0,0,0,0,404869.022,0,357328.8535,0,595540.8965,0,0,0,0,0,358658.844,209294.19,303431.507
13,277.0897497,0.632810185,8,N/A,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=3022654074164039a5c62cf318fe3124&show=true,182555.1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560320.389,0,0,0,0,0,496756.51,0,0,342387.4445,0,658654.3675,0,0,0,32420.4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131030.792,0,0,0,0,0,0,0,0,0,860354.7475,0,0,0,0,0,0,0,493607.7415,0,0,0,0,0,0,0,0,0,0,261713.5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592411.821,312605.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54169.7385,0,561094.4415,0,0,0,0,0,0,0,0,0,0,0,0,0,1643056.13,0,0,0,0,4768553.585,0,1922413.254,0,0,0,0,0,0,0,0,3451830.581,0,0,0,0,0,0,0,0,0
14,659.4306992,8.845564167,-1,N/A,This Node is a Singleton,273118.7155,0,0,0,47920.751,0,0,0,0,33580.5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200481.804,0,0,0,0,0,58828.6245,0,0,0,0,0,0,0,207724.503,0,232572.02,43740.0875,0,0,0,0,0,0,0,0,0,0,32810.102,28631.8725,36518.76,0,0,0,0,64859.3855,0,0,0,116128.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18727.829,0,37501.9085,0,0,0,0,0,0,0,0,0,0,0,0,0,34056.783,0,0,0,0,0,0,22393.08,0,0,0,233778.414,0,0,0,0,0,0,25450.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65361.576,0,0,0,0,0,0
15,176.1219393,0.685241379,164,N/A,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=164&task=3022654074164039a5c62cf318fe3124&show=true,295567.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104505.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172817.658,0,0,0,192112.329,0,0,0,0,0,217094.5055,0,0,0,301037.8785,0,0,1148920.505,0,0,0,0,0,0,0,0,0,1172768.983,0,0,0,0,0,0,0,0,0,0,1013825.529,1494240.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942460.0505,2053241.821,0,0,0,0,0,0,0,0,0,1054840.513,532656.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127377.046,0,230703.8845,244770.376,435899.8975,0,0,0,0,864728.538,0,951498.2625,0,0,0,160007.4905,0,0,0,0,379035.919,612374.923,1553188.797,0,0,0,0,0,651018.8815,520965.937,0,760704.884,0,0,0,1097365.972,0,0,0,932596.037,0
